	0
ENSG00000186092	2.202574442561799
ENSG00000187634	8.729232778094474
ENSG00000188976	9.022385856869608
ENSG00000187961	6.989820220117596
ENSG00000187583	8.325979979394445
ENSG00000187642	7.8697480514650655
ENSG00000188290	10.239962024134092
ENSG00000187608	14.491244566083335
ENSG00000188157	10.751620798655173
ENSG00000237330	7.414473836430928
ENSG00000131591	6.241077458175037
ENSG00000162571	10.275211372837935
ENSG00000186891	10.033338028527782
ENSG00000186827	9.416895001993637
ENSG00000078808	9.211837863645798
ENSG00000176022	7.789178699212491
ENSG00000184163	8.455737233923422
ENSG00000160087	7.388017285345135
ENSG00000162572	8.795894409033691
ENSG00000131584	10.298062567719017
ENSG00000169972	7.168213846143662
ENSG00000127054	8.453682185872175
ENSG00000224051	8.623601167504857
ENSG00000169962	9.563792374436545
ENSG00000107404	8.955219123926883
ENSG00000162576	11.846734564687324
ENSG00000175756	10.496733478775734
ENSG00000221978	9.713214652998547
ENSG00000242485	8.53734431115525
ENSG00000235098	9.227674815623985
ENSG00000205116	8.266786540694902
ENSG00000179403	10.352957734003079
ENSG00000215915	7.667513996704619
ENSG00000160072	7.623138179989426
ENSG00000197785	8.172190207156348
ENSG00000205090	6.88508622529017
ENSG00000160075	8.579914971756423
ENSG00000228594	10.618007895752006
ENSG00000197530	7.439623137557117
ENSG00000189409	5.339850002884624
ENSG00000248333	8.113742166049189
ENSG00000189339	7.367498981051308
ENSG00000008128	7.361943773735241
ENSG00000215790	5.508272058338596
ENSG00000008130	7.482293153241567
ENSG00000078369	9.64970745248441
ENSG00000169885	7.119658102924623
ENSG00000178821	8.241741584960355
ENSG00000142609	6.915619310669831
ENSG00000187730	9.94178124227853
ENSG00000067606	8.81596579422545
ENSG00000162585	8.903649979654919
ENSG00000157933	10.25077677556406
ENSG00000116151	5.065227622775619
ENSG00000157916	9.267264941372476
ENSG00000157911	9.35445784443148
ENSG00000149527	8.77774845997228
ENSG00000157881	6.88288526522142
ENSG00000197921	9.894941840581975
ENSG00000157873	9.24405145714925
ENSG00000157870	8.634191438267456
ENSG00000142606	6.549635674949056
ENSG00000215912	5.131754090984813
ENSG00000169717	9.729110867230046
ENSG00000142611	6.451849180047419
ENSG00000130762	8.005690071185542
ENSG00000162591	8.681167244275203
ENSG00000158109	9.547396710406566
ENSG00000116213	6.383809002870179
ENSG00000078900	7.105792706148154
ENSG00000162592	6.92955431573285
ENSG00000235169	9.058064469593385
ENSG00000130764	8.457434421907195
ENSG00000116198	7.343363075853133
ENSG00000169598	6.305312762466254
ENSG00000198912	6.110305794042023
ENSG00000196581	6.541127578219209
ENSG00000131697	6.540043419935017
ENSG00000069424	9.706486219714765
ENSG00000116254	7.463660282585972
ENSG00000116251	10.133142212400601
ENSG00000158286	7.1649069266756875
ENSG00000116237	8.624310334131948
ENSG00000173673	6.005179245754819
ENSG00000158292	8.732314501924964
ENSG00000097021	9.5390040933248
ENSG00000069812	9.248810604798269
ENSG00000187017	9.278059587692915
ENSG00000215788	9.889960199658642
ENSG00000171680	9.20896588630656
ENSG00000162408	6.776798547721706
ENSG00000173662	6.177403661270758
ENSG00000204859	6.839501903913062
ENSG00000162413	8.036149911190744
ENSG00000116273	7.814142858124997
ENSG00000041988	5.851955183061403
ENSG00000007923	7.250089077779888
ENSG00000171735	6.553360503335328
ENSG00000049245	9.222537416892031
ENSG00000049246	7.757556688939453
ENSG00000049247	9.36952637799142
ENSG00000049249	6.909514534426188
ENSG00000116288	10.237989765513236
ENSG00000116285	11.49662707008053
ENSG00000162426	5.797361465992282
ENSG00000142599	9.635759241033952
ENSG00000074800	13.167418671300807
ENSG00000131686	12.63822237129072
ENSG00000197241	4.687028627066878
ENSG00000142583	8.276026893235684
ENSG00000180758	7.762163334964618
ENSG00000049239	8.615623386612498
ENSG00000171621	8.682292371430833
ENSG00000171612	7.912683621741039
ENSG00000188807	6.795629486145371
ENSG00000171608	8.77320459416632
ENSG00000171603	10.428303258987095
ENSG00000178585	9.783653086390073
ENSG00000162441	7.767229968767976
ENSG00000173614	6.174216872259268
ENSG00000162444	11.824163209744158
ENSG00000130939	7.6247696938940726
ENSG00000054523	8.018697671363029
ENSG00000142657	11.81168118824788
ENSG00000251503	3.3765131694040864
ENSG00000175279	7.851124362886753
ENSG00000241563	7.974988111991927
ENSG00000160049	7.4624691343609495
ENSG00000142655	7.872828759534886
ENSG00000130940	7.070104903796374
ENSG00000175262	9.021855045440438
ENSG00000120948	8.456559766335008
ENSG00000277726	0.9147047547294477
ENSG00000009724	8.701802948293487
ENSG00000116649	10.275677839561798
ENSG00000171824	7.9014703198242655
ENSG00000198793	8.095954425066946
ENSG00000171819	10.71363203724047
ENSG00000120942	6.776750657769148
ENSG00000204624	7.31432596532367
ENSG00000116661	10.447655044425094
ENSG00000132879	9.177419537989236
ENSG00000116663	7.9625711538046575
ENSG00000116670	9.672683491272462
ENSG00000162490	7.3638317106381885
ENSG00000177674	9.070680288129262
ENSG00000215910	6.503507753634558
ENSG00000177000	7.499238941950906
ENSG00000011021	7.037513108447561
ENSG00000175206	16.820041808102665
ENSG00000120937	15.055409547063046
ENSG00000116685	9.776248928703291
ENSG00000083444	10.551421149761547
ENSG00000116688	9.60009725257184
ENSG00000116691	9.022104774551583
ENSG00000120949	7.748278061855501
ENSG00000028137	9.417661377336524
ENSG00000048707	7.3619939929469105
ENSG00000162496	11.229073323765364
ENSG00000204518	6.19792212717878
ENSG00000188984	7.816983623255381
ENSG00000157330	6.78176816689807
ENSG00000116726	4.7296928610231594
ENSG00000116721	3.508948091472367
ENSG00000239810	2.3322170272496314
ENSG00000179172	6.358921021058512
ENSG00000120952	5.116987460963143
ENSG00000243073	6.826937101980141
ENSG00000187545	7.468201008175383
ENSG00000204510	6.178273020865353
ENSG00000232423	3.2611030346519296
ENSG00000274764	2.258159990478388
ENSG00000277058	6.413079214201023
ENSG00000229571	0.6836174172218713
ENSG00000275774	5.161429167468423
ENSG00000280267	0.8190887046364251
ENSG00000179412	1.6676604240126436
ENSG00000204505	2.6082646991145237
ENSG00000279169	2.694280737470528
ENSG00000279804	3.0257139997418365
ENSG00000270601	3.670751281652082
ENSG00000182330	4.16714059291206
ENSG00000237700	5.152312640984331
ENSG00000204501	6.1061051736954015
ENSG00000204481	2.967566509619964
ENSG00000204480	4.926363923576521
ENSG00000204479	4.24544655401735
ENSG00000204478	3.9375899086370967
ENSG00000162494	11.213760744943043
ENSG00000162493	12.176781538173993
ENSG00000116731	7.733397416177867
ENSG00000189337	7.1426176554465775
ENSG00000171729	8.65288521594927
ENSG00000142621	6.136273429850582
ENSG00000142634	10.489759069306803
ENSG00000162438	13.295343175429691
ENSG00000142615	14.463460513189242
ENSG00000215704	11.992584344005802
ENSG00000132906	8.059074014663564
ENSG00000116138	6.100077725408839
ENSG00000116771	9.478179761423215
ENSG00000197312	7.095149818535786
ENSG00000116786	8.87743369400219
ENSG00000162461	6.209650187907779
ENSG00000162460	7.940730229218209
ENSG00000162458	8.76669391611574
ENSG00000233954	6.61452318032793
ENSG00000065526	7.959095464183311
ENSG00000116809	6.9533213306596995
ENSG00000183888	8.691970588466567
ENSG00000173641	12.722167139781853
ENSG00000186510	10.124121311829187
ENSG00000184908	10.759027079110862
ENSG00000185519	8.467605550082997
ENSG00000142627	10.213129673657056
ENSG00000142632	8.595927117335219
ENSG00000132881	5.987839129838648
ENSG00000037637	6.1790031368416765
ENSG00000055070	8.542107850227511
ENSG00000187144	4.797012977836145
ENSG00000157191	7.7705482279783995
ENSG00000219481	5.87236768580627
ENSG00000058453	7.9276928223357865
ENSG00000117122	10.279505617292397
ENSG00000159363	8.32358907064329
ENSG00000117118	8.951284714966972
ENSG00000117115	10.411317207959211
ENSG00000142623	10.469083550235116
ENSG00000142619	10.893716951836215
ENSG00000159339	8.357779590323009
ENSG00000276747	6.2259304111710545
ENSG00000179051	10.707157229444139
ENSG00000074964	8.501837184902296
ENSG00000117148	9.859036510953322
ENSG00000117154	8.150762744355418
ENSG00000179023	9.501767881553176
ENSG00000009709	7.97988065863082
ENSG00000179002	4.110950269299071
ENSG00000159423	9.84814904216634
ENSG00000169991	9.848153440493245
ENSG00000127481	7.740792672277682
ENSG00000127463	7.204325774124576
ENSG00000053372	8.371271565414816
ENSG00000162482	10.314396856359792
ENSG00000053371	9.367823003472955
ENSG00000040487	7.107297387235168
ENSG00000077549	10.510428722371069
ENSG00000173436	6.798079898790683
ENSG00000158747	11.136350341454156
ENSG00000270136	1.0324073836235408
ENSG00000158748	6.469893066325534
ENSG00000162542	8.7048881112412
ENSG00000178828	8.960048569719556
ENSG00000169914	7.069950256673716
ENSG00000188784	6.2861418728343015
ENSG00000188257	15.633205631425836
ENSG00000127472	8.434628227636725
ENSG00000117215	9.705738105846072
ENSG00000158786	9.13176161471402
ENSG00000187980	3.9939296910300506
ENSG00000162543	7.986919240915285
ENSG00000158816	7.600786012700859
ENSG00000162545	10.944712061043486
ENSG00000090432	7.687644305091446
ENSG00000183114	8.282608791354058
ENSG00000158825	10.858815142874018
ENSG00000158828	7.662487460098696
ENSG00000244038	10.704545369542627
ENSG00000117245	7.187846909439575
ENSG00000189410	7.104704524692996
ENSG00000127483	9.108011320198761
ENSG00000075151	7.689017486800835
ENSG00000117298	10.527041685537025
ENSG00000142794	5.33211713148344
ENSG00000162551	11.524655096973495
ENSG00000076864	10.455637977355911
ENSG00000090686	7.408064677146839
ENSG00000187942	6.514010524970328
ENSG00000142798	9.752498645005547
ENSG00000219073	14.338806009032794
ENSG00000142789	16.02774598777734
ENSG00000070831	10.404815527723596
ENSG00000162552	9.248197020689654
ENSG00000184677	7.418399892089872
ENSG00000070886	7.305298659431164
ENSG00000173372	14.179375221603296
ENSG00000159189	13.122381998537103
ENSG00000173369	13.612331310218357
ENSG00000133216	8.616176427672585
ENSG00000215906	4.0318803074289855
ENSG00000227868	8.32777717058405
ENSG00000004487	10.196286106614286
ENSG00000169641	8.496207414826692
ENSG00000179546	7.4232306685394525
ENSG00000125944	8.127516764414173
ENSG00000125945	8.186812327084535
ENSG00000204219	8.841706201446799
ENSG00000088280	8.352488675262533
ENSG00000007968	7.638444665585703
ENSG00000117318	11.263856019596082
ENSG00000142676	13.217666385855804
ENSG00000011007	9.435670847839553
ENSG00000057757	10.748833887689175
ENSG00000011009	10.634250086359337
ENSG00000117308	9.126141152332435
ENSG00000117305	8.060510296366152
ENSG00000179163	11.469972596360405
ENSG00000188822	6.399911422887238
ENSG00000189266	9.618938257820306
ENSG00000188529	7.929835241863594
ENSG00000142661	7.944858445807539
ENSG00000142677	9.259037041089966
ENSG00000185436	6.434252217517427
ENSG00000158055	9.549207089355683
ENSG00000001460	6.48603230920064
ENSG00000001461	9.273315498199723
ENSG00000117602	8.830575916893869
ENSG00000184454	8.13613684792295
ENSG00000133226	8.701746136577226
ENSG00000169504	12.480554724921086
ENSG00000020633	9.235078893983633
ENSG00000117614	9.324985997482159
ENSG00000117616	8.338959175415203
ENSG00000187010	6.028355266548723
ENSG00000183726	10.802646072805004
ENSG00000188672	6.0907207979091496
ENSG00000204178	7.929534159230632
